CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,SSC_Marks,HSC_Marks,ExtracurricularActivities_Yes,PlacementTraining_Yes,PlacementStatus_Placed
8.5,2,3,2,90,4.5,75,82,1,1,1
8.4,2,3,2,89,4.4,75,88,1,1,1
8.1,1,3,2,79,4.6,64,80,0,1,1
7.8,0,1,0,73,4.0,56,72,0,0,0
7.8,0,3,1,88,4.6,65,83,1,1,1
6.5,0,1,0,89,4.6,62,77,1,0,0
6.7,1,1,0,73,4.5,60,79,0,1,1
7.5,1,1,1,69,4.0,61,69,0,1,0
8.1,2,3,2,74,4.2,61,82,1,1,1
6.5,1,2,1,85,4.0,71,82,1,1,1
8.2,2,3,2,90,4.8,86,86,1,1,1
7.6,1,1,1,75,3.7,55,63,0,0,0
8.5,2,3,2,90,4.8,81,85,1,1,1
7.6,0,2,0,77,3.7,72,80,1,1,1
7.9,1,2,0,73,4.3,58,65,0,1,0
7.2,1,1,0,76,3.5,57,65,0,1,0
7.9,1,1,0,76,4.2,70,60,1,1,0
7.5,1,2,1,72,4.3,57,67,0,1,0
7.6,1,2,0,65,4.8,62,73,0,1,1
6.9,1,2,0,73,4.2,55,57,0,0,0
7.7,1,1,0,69,3.8,57,65,0,0,0
7.3,0,1,1,74,3.8,60,65,0,1,0
7.9,1,2,0,84,4.1,58,75,0,1,1
8.8,2,3,3,90,4.8,72,76,1,1,1
6.7,1,1,2,78,4.3,65,68,0,0,0
8.4,2,3,0,79,4.6,57,65,1,0,0
8.2,2,3,0,90,4.8,76,83,1,1,1
7.8,2,3,1,90,4.6,87,84,1,0,1
6.5,1,1,0,60,3.6,58,67,0,0,0
7.6,1,1,0,76,4.6,73,62,0,0,0
7.8,1,1,0,86,4.0,60,76,1,1,1
7.4,1,3,2,70,4.7,74,86,1,1,0
7.6,1,2,0,69,4.4,60,68,0,1,0
6.7,1,2,1,74,4.1,56,67,1,1,1
7.3,1,2,2,84,4.4,76,81,1,1,1
7.4,1,2,0,70,4.5,70,64,1,1,1
6.5,1,1,0,70,4.7,55,66,1,1,1
6.5,2,3,0,90,4.6,75,67,1,1,1
7.7,1,1,1,73,4.3,65,63,0,0,0
6.6,1,2,0,78,4.4,59,70,0,0,0
8.1,1,3,0,90,4.6,71,81,0,1,1
7.4,1,1,1,69,4.2,59,65,0,1,0
7.9,0,1,1,74,4.4,59,65,0,0,0
6.6,1,1,0,68,4.6,57,72,0,0,0
8.4,2,3,2,90,4.8,82,81,1,0,1
6.7,0,2,0,83,4.0,55,66,0,1,0
7.7,1,1,0,65,3.0,55,74,0,0,0
6.7,1,1,0,80,3.5,57,62,0,0,0
7.4,1,1,1,75,3.7,61,68,0,0,0
8.7,2,3,2,90,4.6,75,86,1,1,1
8.0,2,3,0,77,4.8,77,85,1,1,0
7.6,1,2,1,67,4.1,58,70,0,0,0
6.9,1,3,1,78,4.4,79,78,1,1,0
8.2,2,3,2,90,4.8,89,87,1,1,1
6.5,0,3,2,86,4.6,76,83,1,1,0
7.7,2,1,1,80,4.7,56,85,1,1,1
7.8,1,2,0,70,3.8,59,69,1,1,0
7.4,0,1,1,81,3.5,71,65,1,1,0
6.8,2,1,2,83,4.7,79,61,1,0,0
8.3,2,1,2,72,4.0,76,70,1,1,0
7.2,0,1,0,73,3.7,55,62,0,0,0
7.9,0,2,0,87,4.4,74,70,1,1,1
7.7,1,1,1,78,3.3,55,74,0,0,0
7.4,1,1,0,69,4.4,57,66,0,0,0
8.2,2,3,2,90,4.8,85,78,1,0,1
7.7,1,2,0,85,3.7,56,72,0,1,0
7.4,1,2,0,80,4.2,83,80,1,1,1
8.1,2,3,2,90,4.8,84,86,1,1,1
7.3,0,2,0,81,4.2,56,71,0,1,0
6.5,1,1,0,74,4.0,84,71,0,1,0
8.3,0,1,3,77,4.0,55,67,0,1,0
7.7,1,2,2,75,4.7,79,80,1,1,0
8.1,0,1,0,83,4.2,71,83,1,1,0
8.2,1,1,1,71,3.5,56,65,0,0,0
7.5,0,1,0,66,4.3,60,68,0,0,0
8.6,2,1,0,87,4.4,55,83,1,1,1
7.5,1,3,2,75,4.5,80,63,1,1,1
8.2,1,1,0,71,3.8,67,62,0,0,0
6.9,1,3,1,84,4.4,73,88,1,1,1
6.5,0,1,0,76,4.3,59,66,0,0,0
8.4,1,1,0,87,4.8,71,82,1,1,0
8.2,1,3,1,72,3.9,61,73,0,1,0
7.7,0,1,1,78,4.1,58,75,0,0,0
8.4,2,3,2,90,4.8,79,86,1,1,1
8.4,1,3,2,90,4.6,73,84,1,1,1
7.7,2,3,2,89,4.8,82,87,1,1,1
7.7,1,3,1,84,4.7,59,65,1,0,0
7.6,1,1,1,72,3.3,58,61,0,1,0
6.7,1,2,0,75,4.8,55,67,1,1,1
6.5,1,2,1,76,4.4,71,73,1,1,1
7.5,1,1,0,64,3.4,56,66,0,0,0
7.1,1,3,0,81,4.2,62,88,1,1,1
7.8,0,3,0,84,3.8,59,71,1,1,0
6.5,1,1,3,87,4.2,80,82,1,1,1
7.5,0,3,1,76,4.4,81,83,1,1,1
8.3,2,3,2,87,4.6,78,82,1,1,1
8.1,1,1,2,90,4.8,83,72,1,1,1
7.5,2,3,2,79,4.4,70,80,1,1,1
7.4,2,1,3,66,3.9,61,57,0,0,0
8.2,0,3,2,90,4.8,70,84,1,1,1
8.1,0,3,0,69,4.1,67,59,1,0,0
8.6,1,3,0,82,4.8,87,68,1,1,0
6.5,1,2,1,78,4.4,77,73,1,1,0
6.5,1,2,0,70,3.7,61,69,1,1,0
7.4,1,1,1,78,4.3,55,66,0,1,0
6.9,1,2,1,78,4.5,68,64,0,1,1
7.7,2,2,2,84,3.9,86,87,0,1,1
8.1,2,3,2,90,4.8,81,85,1,1,1
7.9,2,1,2,88,3.6,73,66,0,0,0
8.3,2,3,2,90,4.8,83,87,1,1,1
8.4,2,3,2,90,4.8,72,82,1,1,1
6.9,1,3,2,90,4.8,76,85,1,1,1
8.2,0,1,0,76,4.4,56,81,1,1,0
8.5,1,3,0,84,4.7,58,85,1,1,1
8.4,2,3,2,90,4.8,80,84,1,1,1
7.2,2,2,2,79,4.4,83,82,1,1,1
8.6,2,3,2,89,4.8,79,78,1,0,1
7.6,2,2,1,90,4.7,70,70,1,1,0
7.6,0,1,0,67,4.3,59,69,1,1,0
7.5,0,2,0,69,3.7,58,65,0,0,0
7.6,1,1,0,66,4.1,58,69,0,1,0
6.6,1,3,2,90,4.8,67,83,1,1,0
7.6,0,1,0,81,3.9,61,83,1,1,1
8.3,1,3,2,85,4.1,76,86,1,1,1
6.5,0,1,1,81,4.0,55,67,0,1,0
8.4,2,3,2,89,4.8,73,81,1,1,0
6.5,1,1,1,60,4.0,55,74,0,0,0
8.1,2,3,0,90,4.8,83,88,1,1,1
7.3,0,1,0,85,4.4,57,68,0,0,0
7.7,1,1,1,79,4.3,56,65,0,0,0
7.5,1,1,0,77,4.2,82,74,1,1,0
8.0,1,1,2,80,4.7,80,79,1,1,0
7.8,0,2,0,86,4.1,85,84,1,1,0
8.5,2,3,2,90,4.8,81,85,1,1,1
6.5,0,2,1,77,4.1,55,68,1,0,0
7.8,1,1,1,87,4.2,59,86,1,1,1
7.7,1,1,0,79,4.3,71,85,0,1,1
7.7,0,1,0,73,3.6,55,65,0,0,0
7.5,1,1,0,78,3.3,64,61,0,0,0
6.5,2,1,2,86,4.7,65,82,1,0,1
8.3,2,3,0,77,4.1,84,64,1,1,0
7.8,1,2,0,90,4.0,81,79,1,1,0
8.4,2,3,2,90,4.8,79,84,1,1,1
7.6,1,2,0,70,3.9,55,60,0,1,0
6.8,0,2,0,73,4.3,64,63,1,1,1
6.8,0,1,0,70,3.3,55,70,0,0,0
6.6,1,1,1,72,4.0,58,63,0,0,0
6.5,0,1,0,86,3.9,72,70,0,0,0
6.5,0,1,0,79,4.2,83,74,1,1,1
7.8,1,1,0,66,4.6,57,67,0,0,0
7.6,0,1,2,83,4.8,78,81,1,1,1
7.7,1,2,2,75,4.6,68,73,1,0,1
8.2,1,1,0,75,4.1,65,70,1,0,0
6.5,1,1,0,85,3.7,60,74,0,0,0
6.5,1,1,1,64,4.0,55,71,0,0,0
8.2,2,3,2,90,4.8,84,85,1,1,1
8.1,0,3,2,83,4.6,68,83,1,0,1
7.9,1,2,0,90,4.8,76,80,1,1,1
7.3,1,1,1,70,3.8,56,71,0,0,0
8.3,2,3,0,88,4.8,82,72,1,1,0
8.4,1,3,2,88,4.5,73,82,1,1,1
7.3,1,3,0,89,3.8,79,71,0,0,0
7.7,1,2,1,69,4.1,57,63,1,0,0
8.3,1,1,0,81,4.7,75,69,0,0,0
7.6,2,1,1,76,3.5,58,81,0,1,0
8.0,1,1,2,75,3.6,55,64,1,1,0
7.7,2,2,1,71,4.4,55,66,0,1,0
7.5,0,2,1,67,4.4,55,68,0,1,0
8.4,2,3,1,85,4.4,78,83,1,1,1
6.6,0,2,1,78,4.5,69,68,0,0,0
6.6,1,1,1,85,4.0,57,62,0,1,1
6.5,1,1,1,66,3.7,55,61,0,1,0
7.0,0,2,0,66,4.3,79,63,0,1,1
7.6,2,1,0,77,4.2,72,68,0,1,1
7.7,0,1,0,65,4.3,55,64,0,1,0
6.5,0,3,0,73,4.6,75,74,1,1,1
7.7,1,2,0,79,4.1,66,72,1,1,0
8.1,2,3,0,87,4.4,86,88,1,1,1
7.5,1,1,1,73,4.7,61,67,1,0,0
8.0,2,3,2,90,4.7,82,86,1,1,1
7.7,2,1,0,65,3.8,88,79,1,0,0
8.1,1,2,0,83,4.6,75,75,1,1,0
8.2,1,2,2,74,4.4,72,81,1,1,1
7.3,1,2,2,75,4.6,77,74,1,1,1
6.7,1,2,0,76,4.8,59,66,1,1,1
8.0,1,3,3,90,4.6,72,88,1,1,1
7.3,1,1,0,69,3.9,58,60,1,1,0
8.2,1,3,2,79,4.0,73,67,1,1,0
8.5,2,3,0,76,4.8,85,88,1,1,1
8.1,2,3,2,90,3.7,78,77,1,1,1
7.2,0,1,1,73,3.4,73,70,0,1,0
8.1,1,3,2,90,4.8,78,88,1,1,1
6.9,0,2,1,82,4.2,73,86,1,1,1
7.9,1,2,0,75,3.8,57,66,1,0,0
6.5,1,2,1,62,4.4,60,66,0,1,0
7.7,0,3,2,84,4.8,75,86,1,1,1
7.6,1,2,0,68,4.3,84,63,1,1,0
8.9,2,3,2,90,4.8,82,88,1,1,1
8.0,0,3,2,90,4.7,71,88,1,1,1
7.4,1,3,2,90,4.8,79,83,1,1,1
7.4,1,1,1,70,3.2,58,67,0,1,0
6.9,1,1,2,78,4.6,65,82,1,1,0
8.1,2,1,0,82,4.4,55,73,0,0,0
8.3,2,3,0,90,4.8,68,83,1,1,1
6.5,1,2,0,85,3.4,57,71,0,1,0
7.7,2,3,1,88,4.3,56,83,0,1,0
7.3,1,1,0,70,3.7,61,67,1,1,0
7.4,0,3,2,75,4.3,88,84,1,1,1
8.2,2,3,2,89,4.8,74,87,1,1,1
7.6,1,1,0,74,4.1,55,64,0,1,0
6.8,1,1,0,64,4.2,63,67,0,1,0
8.4,1,3,0,87,4.1,55,84,1,0,0
8.3,2,3,2,89,4.6,77,88,1,1,1
6.9,1,1,1,67,4.5,55,71,0,1,0
8.2,1,2,2,86,4.2,73,73,1,1,0
6.5,0,1,1,73,3.5,85,64,0,0,0
7.7,1,1,1,82,4.6,66,82,1,1,0
7.8,0,3,1,76,3.8,55,69,0,1,0
8.3,1,3,1,90,4.8,83,87,1,1,1
7.5,1,3,1,79,3.8,62,63,1,1,1
7.9,1,2,0,68,3.7,55,59,0,0,0
7.8,1,1,1,69,4.1,55,64,0,0,0
7.6,0,1,0,63,4.4,61,71,0,1,1
7.4,1,3,1,61,4.8,58,73,0,0,0
7.8,0,2,0,89,3.9,70,74,1,1,0
7.5,0,1,1,70,4.3,64,66,0,0,0
6.6,1,1,0,70,4.1,55,67,0,0,0
7.6,0,1,0,61,3.8,55,61,0,1,0
8.6,2,3,1,90,4.8,75,88,1,1,1
7.5,0,2,1,78,3.8,82,68,0,1,0
8.1,0,3,0,84,3.3,86,65,0,0,0
7.6,0,1,1,75,4.2,55,63,0,1,0
7.7,1,1,1,60,3.6,59,58,0,0,0
8.0,2,3,2,83,4.6,72,85,1,1,1
8.3,2,3,2,90,4.8,78,87,1,1,1
7.8,0,1,0,64,3.9,64,61,0,0,0
8.0,1,3,0,74,3.8,77,68,0,1,0
8.4,2,3,2,90,4.8,74,88,1,1,1
8.7,2,3,2,90,4.8,80,86,1,1,1
8.4,0,3,2,87,4.8,82,75,1,0,1
7.1,1,1,0,79,3.8,55,61,0,0,0
8.1,1,2,0,78,4.2,84,82,1,1,1
8.4,1,3,2,90,4.7,85,88,1,1,1
8.8,0,3,2,89,4.5,77,87,1,1,1
7.5,2,2,1,75,4.2,65,86,1,1,0
7.7,1,2,1,69,4.5,55,61,0,1,0
7.5,0,2,1,81,4.1,56,66,1,0,0
7.9,0,3,1,77,4.7,81,63,1,0,0
7.5,1,3,0,83,4.8,73,87,1,1,1
8.6,1,3,0,87,4.7,81,88,1,1,1
8.3,0,3,2,90,4.7,76,85,1,1,1
7.6,0,2,1,69,4.8,80,71,0,0,0
6.7,1,1,0,81,4.6,57,70,1,1,1
7.6,0,1,0,73,4.7,80,57,0,0,0
6.5,0,1,0,81,4.1,64,65,0,1,0
7.9,2,3,2,90,4.5,84,82,1,0,1
8.4,0,3,2,90,4.7,82,87,1,1,1
6.9,1,1,0,76,4.5,58,58,0,0,1
7.8,2,3,2,82,4.6,84,76,1,0,0
7.3,1,1,0,74,4.5,67,65,0,0,0
6.8,0,2,1,76,4.0,55,65,0,1,0
7.6,0,2,0,84,4.5,69,86,1,1,1
7.4,1,1,1,82,4.3,86,69,0,1,0
8.7,1,2,2,84,4.3,78,87,0,0,0
8.0,2,1,0,74,4.6,78,79,1,1,1
7.9,0,3,2,89,4.5,63,59,0,0,1
7.8,2,3,2,90,4.8,79,87,1,1,1
7.8,1,2,0,77,4.2,79,70,0,1,1
6.8,1,1,1,78,4.0,65,58,0,0,0
8.7,1,1,2,80,3.8,60,75,1,1,0
7.7,1,2,2,86,4.8,73,86,1,1,1
7.6,1,1,1,77,4.0,55,74,0,1,1
7.7,1,2,0,88,4.5,55,69,0,1,0
6.7,2,3,2,83,4.0,79,68,0,0,1
7.7,1,1,0,82,4.3,60,63,0,1,0
8.2,0,2,2,83,4.8,78,82,1,1,1
8.2,2,2,2,82,4.7,75,68,1,0,1
6.9,2,3,0,80,4.4,74,67,1,1,0
8.1,1,3,2,90,4.3,74,80,1,1,0
8.1,1,3,3,89,4.8,66,86,1,1,1
6.7,1,2,0,74,4.0,56,66,0,1,0
8.4,1,2,2,77,4.1,65,72,0,0,0
7.9,0,2,2,85,4.2,74,82,1,0,0
6.5,1,2,0,77,3.5,57,68,0,1,1
7.5,0,1,1,79,4.4,76,71,0,1,0
8.1,2,3,2,85,4.8,80,79,1,1,1
7.3,0,1,1,66,4.7,59,66,0,0,0
8.7,2,3,2,90,4.8,82,84,1,1,1
7.5,1,1,0,70,4.4,70,64,0,1,0
8.1,1,1,0,60,3.7,77,66,1,0,0
8.7,2,3,2,90,4.8,87,88,1,1,1
7.5,1,3,0,84,4.1,82,82,1,1,0
8.7,0,3,1,88,4.8,77,82,1,0,1
8.0,2,3,2,90,4.5,77,88,1,1,1
8.3,0,1,1,77,3.8,78,84,1,1,0
6.6,0,1,1,71,4.4,64,85,1,1,0
8.3,1,3,2,90,4.8,87,88,1,1,1
7.8,0,1,0,81,4.2,63,58,0,0,0
8.0,1,1,2,84,4.6,76,84,1,0,1
6.5,0,2,1,75,3.9,56,63,0,1,0
7.5,1,2,0,67,4.4,66,84,1,0,0
7.7,2,3,1,67,4.2,64,80,1,1,0
8.1,2,2,0,90,4.8,76,88,1,1,0
6.5,1,1,0,67,3.8,56,64,0,0,0
7.1,1,1,0,70,4.1,56,65,1,1,0
7.7,1,3,0,86,4.8,79,84,1,1,1
8.7,2,3,2,90,4.8,73,82,1,1,1
7.6,1,2,1,83,3.9,70,69,1,1,1
8.6,1,2,0,77,4.7,55,68,0,1,1
7.9,0,3,2,90,4.4,88,83,1,1,1
8.1,0,2,0,70,4.8,78,86,1,1,1
8.1,1,2,1,69,4.0,86,73,1,1,1
8.1,1,1,0,62,3.0,55,67,0,0,0
8.2,2,3,2,90,4.8,83,82,1,0,1
8.1,2,2,2,79,4.6,79,85,1,1,0
7.7,0,2,2,83,4.5,63,82,1,1,1
6.5,1,2,1,72,4.6,82,71,1,1,0
8.0,2,2,2,90,4.8,75,85,1,1,1
8.4,1,3,0,83,4.8,77,85,1,1,1
6.5,1,0,0,88,4.7,74,67,1,1,1
7.3,1,1,1,60,4.1,59,65,0,0,0
7.7,1,2,0,78,3.8,66,66,0,1,0
8.5,1,3,2,88,4.8,83,85,1,1,1
6.6,1,2,2,73,3.3,64,83,1,1,1
8.5,0,3,2,87,4.7,58,76,1,1,1
6.5,1,1,0,76,3.8,55,70,0,0,0
8.5,2,3,1,90,4.7,75,88,1,1,1
7.0,1,3,1,88,4.8,85,82,1,1,1
8.2,1,3,0,77,4.5,75,88,1,1,1
6.5,1,1,0,77,4.3,66,60,0,0,0
7.5,1,1,1,88,4.8,56,66,0,1,1
7.6,1,2,2,87,4.8,90,76,1,1,0
6.5,1,1,1,60,4.0,70,71,0,0,0
6.6,1,2,1,69,3.6,55,70,0,1,0
7.8,1,2,0,82,4.0,70,60,0,1,0
8.4,2,3,2,90,4.8,72,85,1,0,1
7.4,1,2,2,74,4.4,84,72,1,1,0
7.8,2,2,1,65,4.8,55,73,0,1,1
7.9,0,2,1,79,4.8,61,66,1,1,0
7.4,1,1,1,68,4.5,69,68,0,0,0
8.4,0,3,2,90,4.8,88,83,1,1,1
7.4,1,2,0,66,4.7,63,65,1,1,0
7.8,0,1,0,61,3.8,60,71,0,0,0
6.5,1,1,0,68,3.8,59,65,0,0,0
7.6,1,2,0,72,4.1,60,64,0,1,0
6.8,2,3,3,90,4.8,81,83,1,1,1
8.0,1,2,2,80,4.7,72,80,1,0,0
7.9,0,1,2,87,4.7,89,85,1,1,0
8.7,0,3,2,90,4.8,79,85,1,1,1
8.2,1,0,0,84,4.8,74,82,1,1,1
8.5,1,3,2,83,4.8,76,87,1,1,1
7.1,2,1,0,72,4.3,56,63,0,1,0
7.8,1,2,0,71,3.7,82,64,1,1,1
8.3,0,2,2,84,4.8,87,86,1,1,1
7.6,2,1,1,82,3.9,71,71,1,0,0
6.5,1,1,0,77,3.7,63,69,0,1,0
7.8,1,2,2,68,4.4,55,68,0,0,0
8.3,2,3,2,90,4.8,81,88,1,1,1
8.4,2,3,2,90,4.8,88,80,1,1,1
6.5,1,1,1,61,3.1,68,74,0,0,0
7.5,1,2,0,87,4.5,57,72,0,0,0
8.3,2,3,2,90,4.7,83,80,1,0,1
7.7,2,3,2,90,4.7,79,88,1,1,1
7.2,1,1,1,77,4.7,62,69,1,1,1
8.0,1,3,1,83,4.7,77,83,1,1,0
6.9,1,1,0,76,4.3,60,64,0,1,0
7.8,2,1,1,74,3.6,57,72,1,1,0
8.6,1,2,2,85,3.7,81,83,1,1,0
7.9,1,3,0,78,4.6,78,85,1,1,1
8.3,0,2,0,70,4.1,55,72,0,1,0
7.8,1,2,1,78,4.8,55,69,0,1,0
7.6,2,3,2,81,4.0,67,69,1,1,1
7.3,0,1,0,67,3.6,55,58,0,0,0
7.8,1,1,0,79,4.0,55,70,0,1,0
7.4,1,1,0,74,4.4,71,81,1,1,1
8.3,1,3,2,79,4.4,78,83,1,1,1
8.0,1,2,2,74,4.1,70,84,0,1,1
7.6,0,2,2,78,4.4,80,71,1,1,0
8.3,0,3,0,82,4.5,73,81,1,1,1
8.5,2,3,0,90,4.8,74,88,1,0,1
8.1,1,1,0,90,4.7,70,82,0,1,0
8.5,1,3,0,79,4.5,73,88,1,1,0
6.8,0,1,1,79,4.2,60,82,1,1,0
6.5,0,2,1,60,3.1,65,71,0,0,0
8.3,0,3,1,76,4.5,81,67,1,0,0
6.5,0,1,0,62,4.0,58,66,0,1,0
8.0,2,3,3,90,4.6,84,81,1,1,1
7.8,1,1,0,89,4.7,79,69,1,1,0
8.9,2,3,2,86,4.7,71,88,1,1,1
8.3,1,3,2,85,4.8,71,70,1,1,1
8.5,2,3,2,90,4.7,84,86,1,1,1
8.5,0,1,1,90,4.8,61,75,1,0,0
6.5,1,1,1,62,4.1,63,67,0,1,0
8.1,0,1,2,81,4.1,74,66,1,1,1
6.5,0,1,1,65,4.2,58,70,0,1,0
7.7,2,3,2,89,4.8,86,79,1,1,1
8.2,1,2,0,68,4.2,57,64,0,0,0
6.7,1,1,1,70,4.5,75,72,0,1,0
7.5,0,1,1,71,3.4,66,74,0,0,0
8.3,2,3,2,82,4.8,79,81,1,1,1
6.5,1,2,3,77,4.4,64,80,1,0,0
6.5,0,2,0,71,3.4,55,73,0,1,0
7.4,1,2,0,65,3.9,74,66,0,0,0
6.5,1,2,1,76,4.3,69,62,0,0,1
7.4,0,3,2,90,4.7,83,88,1,1,1
7.7,0,1,1,66,3.4,67,64,0,0,0
8.4,1,3,2,81,4.3,74,66,0,1,1
7.8,1,3,0,81,4.5,79,72,1,1,1
8.0,1,3,2,90,4.7,72,84,1,1,0
8.3,2,3,2,90,4.8,75,80,1,1,1
8.0,1,3,0,83,4.8,75,83,0,1,0
8.4,1,3,1,78,4.4,69,73,0,0,0
8.3,2,3,2,90,4.8,88,87,1,1,1
8.4,2,3,2,84,4.8,73,71,0,1,1
8.5,1,3,2,86,4.6,64,83,1,1,1
8.3,1,2,2,90,4.8,90,84,1,1,1
8.5,1,2,3,90,4.8,70,72,0,1,0
6.8,0,2,1,89,3.9,63,61,0,1,1
7.5,1,2,0,82,4.4,57,61,0,1,1
7.4,1,2,1,64,3.5,62,69,0,0,0
7.8,1,1,0,73,3.2,57,69,0,1,0
7.5,1,1,0,68,4.1,82,67,0,1,0
6.5,2,3,0,89,4.4,77,73,1,1,1
7.5,1,2,0,79,3.8,64,70,0,0,0
7.4,0,1,1,69,4.0,60,71,0,1,0
8.0,1,2,1,83,4.0,75,68,1,1,1
8.5,2,2,2,69,4.4,76,81,0,1,0
7.8,1,3,0,87,4.1,66,63,1,1,0
6.6,0,2,0,64,4.2,55,85,0,0,0
8.5,1,2,1,76,3.8,58,70,0,1,0
6.5,1,2,1,66,4.2,55,72,0,0,0
7.6,1,3,3,78,4.7,86,74,1,0,1
7.7,1,1,1,75,4.6,72,75,0,1,0
8.0,2,3,0,90,4.4,72,85,1,1,1
8.0,1,3,2,86,4.8,84,85,1,0,1
6.8,1,2,0,75,4.5,76,80,1,1,0
8.2,1,3,2,79,4.1,78,65,1,1,1
8.1,2,3,2,86,4.5,84,81,1,1,1
8.3,1,2,0,82,4.6,85,86,1,1,1
8.2,2,3,2,90,4.8,80,86,1,1,1
7.6,1,2,0,85,4.6,78,73,0,1,0
6.5,1,2,0,76,4.2,55,65,0,1,0
8.3,1,2,1,84,4.7,59,69,1,1,0
7.4,0,1,0,85,3.9,68,63,0,1,0
7.6,1,2,0,77,4.1,68,72,0,1,1
8.4,2,3,1,83,4.6,79,83,1,1,1
7.4,1,1,0,74,4.1,56,62,0,1,0
8.0,1,1,0,77,3.9,72,68,1,1,1
8.2,0,3,2,80,4.8,80,83,1,1,1
8.2,1,2,2,89,4.3,76,83,1,1,1
8.0,0,2,2,83,4.6,82,78,1,1,0
7.8,2,3,0,75,4.5,72,81,1,1,1
8.0,1,2,1,80,3.4,76,82,1,1,0
6.5,2,2,2,79,4.4,80,71,0,0,1
6.5,1,1,0,62,4.0,61,74,0,0,0
7.9,1,1,1,78,4.2,55,69,0,0,0
6.5,0,1,0,73,3.7,72,67,0,0,0
7.8,1,3,2,90,4.8,79,83,1,1,1
7.8,1,2,0,72,4.5,55,69,0,1,0
8.0,2,3,2,87,4.5,71,85,1,1,1
8.3,0,3,2,74,4.1,70,84,1,1,0
6.6,1,1,0,68,3.9,55,67,1,1,1
7.5,1,3,1,78,4.0,83,73,0,0,0
7.6,1,1,1,70,4.5,62,71,0,0,0
7.7,0,1,0,65,3.9,74,69,0,0,0
7.4,1,2,0,80,4.3,65,67,0,1,0
8.5,1,1,0,75,4.2,58,71,1,1,0
7.5,1,2,1,67,3.3,55,67,0,1,0
7.6,1,3,0,82,4.8,69,84,1,1,1
8.0,1,2,1,80,4.2,77,69,1,0,0
8.7,1,3,2,80,4.7,76,82,1,1,1
6.5,0,2,0,76,3.6,55,66,0,1,0
8.2,1,3,2,76,4.4,66,86,1,1,0
6.5,1,1,0,80,4.4,59,69,0,1,0
8.4,2,3,2,90,4.5,75,86,1,0,1
7.9,2,1,2,81,4.8,82,82,1,0,1
7.6,1,2,0,71,4.1,56,63,0,0,0
7.5,1,1,1,73,4.2,64,72,1,1,0
7.5,1,1,1,62,4.3,60,61,0,0,0
8.4,0,1,1,67,4.1,78,58,0,0,1
8.8,0,3,0,82,4.8,63,78,1,1,1
8.0,1,3,3,90,4.8,82,84,1,1,1
8.6,2,3,2,90,4.5,84,82,1,1,1
8.4,2,3,2,90,4.8,77,77,1,1,0
8.2,1,3,2,90,3.6,75,80,1,1,1
7.3,1,1,1,64,4.1,59,60,0,0,0
6.5,1,2,2,75,4.1,66,70,1,1,1
7.4,1,1,1,63,3.6,65,65,0,0,0
8.0,2,1,0,77,4.5,59,65,0,1,0
7.9,1,2,0,80,4.5,59,66,0,1,0
8.3,0,3,0,88,4.7,70,80,1,1,0
7.0,1,3,1,90,4.7,74,60,1,1,0
6.5,1,2,0,80,4.4,59,68,0,1,0
8.2,1,3,0,77,4.3,55,73,0,0,0
8.7,1,2,1,90,4.6,74,68,0,0,0
7.5,1,1,0,76,4.5,79,88,1,1,1
7.6,1,1,0,60,4.0,56,64,0,0,0
7.6,1,3,0,84,4.1,57,73,0,0,0
8.3,1,3,2,89,4.7,72,80,1,1,0
7.4,0,1,1,90,4.8,71,69,1,1,0
7.6,1,2,0,79,4.1,71,62,0,1,0
7.4,1,2,1,62,4.5,60,66,1,1,0
7.5,0,1,1,71,4.4,79,74,1,1,0
7.7,1,1,0,75,3.6,59,71,0,1,0
6.5,2,2,1,81,4.8,61,69,0,0,0
7.4,2,3,1,79,4.4,75,73,0,1,0
7.5,1,1,0,67,4.3,61,69,0,0,0
7.8,1,3,0,90,4.6,64,83,0,1,0
8.1,1,1,0,72,4.0,85,62,0,0,0
8.0,1,3,0,83,4.1,82,83,1,1,1
7.4,2,2,1,78,4.3,68,69,1,0,0
8.6,2,3,2,86,4.1,75,85,1,1,1
7.6,1,3,1,73,3.9,72,73,1,0,1
8.0,0,3,2,90,4.8,79,83,1,1,1
7.6,1,3,2,90,4.3,55,86,1,1,1
7.3,1,1,1,73,4.0,55,67,0,1,0
7.5,1,2,1,90,3.4,59,72,0,1,0
8.0,1,3,2,84,4.7,90,86,1,1,1
8.5,0,3,3,84,4.6,86,70,0,1,0
8.6,1,3,1,88,4.8,71,80,1,1,0
6.6,1,1,0,69,4.2,55,69,1,1,0
7.7,1,1,1,79,3.9,55,61,0,1,0
8.7,2,2,1,72,4.6,77,77,1,1,0
7.5,1,2,0,65,3.5,55,63,0,0,0
6.7,1,1,1,76,4.6,62,68,0,0,0
7.2,1,3,2,81,4.8,83,84,0,1,1
6.9,1,1,1,76,4.8,58,66,1,1,0
8.2,2,3,2,86,4.7,84,88,1,1,1
8.5,2,3,2,84,4.6,74,83,1,1,1
8.2,0,3,0,90,4.3,79,86,1,1,0
7.3,1,1,1,77,4.1,58,74,0,0,0
7.6,1,2,1,71,4.1,61,66,0,1,0
6.5,1,3,2,85,3.7,79,86,1,1,1
7.4,1,3,0,83,3.8,69,85,0,1,0
